id,GBSA-Evdw,GBSA-Eele,GBSA-GGB,GBSA-GSA,MM/GBSA,VDW,HB,HP,HM,HS,RT,X-Score,-logka,deltaGexp,charge,C,N,O,F,P,S,Cl,Br,I,heavy atoms,H
6msy,-3.8584,-30.8887,57.1271,-1.1042,21.2758,571.3,8.2,0.0,0.0,0.0,10.0,5.53,7.0,-9.52,0,24,0,21,0,0,0,0,0,0,45,42
5vqe,-22.4572,-37.1924,39.7571,-3.4665,-23.359,230.1,4.5,0.0,0.0,0.0,1.0,4.62,1.49,-2.0264,0,6,0,4,1,0,0,0,0,0,11,11
5ye8,-24.4549,-32.3852,28.9219,-3.6702,-31.5884,339.3,0.9,23.6,1.01,66.3,0.0,5.16,3.0,-4.08,0,7,1,2,2,0,1,0,0,0,13,7
5z1c,-21.9688,-98.7174,93.2033,-2.7941,-30.277,286.2,1.3,17.2,1.11,140.6,1.0,4.99,2.86,-3.8896,1,7,1,0,0,0,0,0,0,1,9,9
6cw4,-14.2405,-861.9995,853.9039,-3.3226,-25.6587,215.5,2.3,0.0,0.0,0.0,3.0,4.23,2.82,-3.8352,-4,6,0,15,0,3,0,0,0,0,24,9
6evq,-22.8627,-14.4018,24.5176,-3.1488,-15.8957,276.0,0.0,50.8,2.49,196.7,6.0,4.79,2.0,-2.72,0,14,5,2,0,0,1,0,0,0,22,19
6fap,-10.7429,-160.0328,145.816,-2.5503,-27.51,187.2,2.4,14.8,1.35,50.1,1.0,4.58,2.15,-2.924,1,8,3,1,0,0,0,0,0,0,12,12
6fh6,-17.9054,-78.4355,82.2062,-2.4977,-16.6324,237.6,0.1,35.4,0.48,59.9,2.0,4.48,3.0,-4.08,1,9,3,2,0,0,0,0,0,0,14,16
6fh7,-32.8723,-17.5203,25.3513,-4.2081,-29.2494,365.0,1.0,56.2,2.48,123.5,4.0,5.3,3.0,-4.08,0,17,3,3,1,0,0,0,0,0,24,20
6fi1,-14.013,-136.2388,125.9216,-2.971,-27.3012,240.6,3.4,17.9,1.01,62.5,1.0,4.85,2.15,-2.924,1,8,3,1,0,0,0,0,0,0,12,12
6fty,-47.6508,-232.1647,222.7157,-5.0619,-62.1617,623.2,3.3,60.3,1.52,225.2,1.0,6.78,2.7,-3.672,1,20,4,2,0,0,0,0,0,0,26,25
6gjy,-35.7256,-16.9582,32.2877,-4.6715,-25.0676,422.1,2.3,35.5,0.53,146.2,8.0,5.02,3.0,-4.08,0,15,3,3,0,0,0,0,0,0,21,19
